"model","prediction"
"mod_1",0.301386347313221
"mod_1",0.335870230396547
"mod_1",0.242547774327008
"mod_1",0.430713726191644
"mod_1",0.316885427586638
"mod_1",0.314362830812928
"mod_1",0.34867864106966
"mod_1",0.309962699481942
"mod_1",0.321545970923848
"mod_1",0.312815705950998
"mod_1",0.30075248565668
"mod_1",0.288021936367319
"mod_1",0.290144045675873
"mod_1",0.339174787293469
"mod_1",0.342428802415049
"mod_1",0.380653580442314
"mod_1",0.370857600724151
"mod_1",0.329856783281546
"mod_1",0.424086685337791
"mod_1",0.303290164774695
"mod_1",0.360152582993127
"mod_1",0.340192522864361
"mod_1",0.293128218664236
"mod_1",0.258113726553224
"mod_1",0.359999058304086
"mod_1",0.319619294094167
"mod_1",0.369671882758999
"mod_1",0.237615243897756
"mod_1",0.337712344600888
"mod_1",0.282229534777281
"mod_1",0.322867393237627
"mod_1",0.278699907747658
"mod_1",0.32213342254371
"mod_1",0.343753297858427
"mod_1",0.375212019345175
"mod_1",0.27712519138365
"mod_1",0.338816871344314
"mod_1",0.267941875410942
"mod_1",0.269791035660515
"mod_1",0.272174419194226
"mod_1",0.326947819420984
"mod_1",0.35714336626829
"mod_1",0.365940641668108
"mod_1",0.359142758318656
"mod_1",0.291525207748065
"mod_1",0.355947877496323
"mod_1",0.380746930752081
"mod_1",0.343858406183994
"mod_1",0.336756491149441
"mod_1",0.314544094890348
"mod_1",0.318957443298925
"mod_1",0.337785815265799
"mod_1",0.406718497697896
"mod_1",0.393840953320481
"mod_1",0.343920575946444
"mod_1",0.28894660706837
"mod_1",0.354135297368502
"mod_1",0.348347053195644
"mod_1",0.2857690572357
"mod_1",0.294381250140033
"mod_1",0.313374790477907
"mod_1",0.352802647142943
"mod_1",0.355703169600386
"mod_1",0.303572934434139
"mod_1",0.353413406265619
"mod_1",0.278986813554025
"mod_1",0.326483646165229
"mod_1",0.288048557207113
"mod_1",0.352628203548386
"mod_1",0.292813529161412
"mod_1",0.272492684416016
"mod_1",0.294803966126122
"mod_1",0.310257090988643
"mod_1",0.381063785936948
"mod_1",0.396385136283387
"mod_1",0.393224832836805
"mod_1",0.33752789985349
"mod_1",0.29234704131566
"mod_1",0.321784454326688
"mod_1",0.332192626243862
"mod_1",0.334619779685038
"mod_1",0.340210566983849
"mod_1",0.311667501773124
"mod_1",0.331546857295095
"mod_1",0.461212947270867
"mod_1",0.368067860626134
"mod_1",0.332822264595605
"mod_1",0.313459015027503
"mod_1",0.363725537651007
"mod_1",0.32976660803912
"mod_1",0.292750843208601
"mod_1",0.349298715440287
"mod_1",0.378758760283336
"mod_1",0.298018016798831
"mod_1",0.317989164301121
"mod_1",0.288323748775745
"mod_1",0.346610322590259
"mod_1",0.288956868345436
"mod_1",0.30393271652854
"mod_1",0.350002389907717
"mod_1",0.348339083016568
"mod_1",0.425452863079808
"mod_1",0.335133009677725
"mod_1",0.372352040797025
"mod_1",0.321246771716816
"mod_1",0.334562765051096
"mod_1",0.354874070056795
"mod_1",0.289815972349088
"mod_1",0.333323272561378
"mod_1",0.281596015893691
"mod_1",0.270249844752754
"mod_1",0.355992248343871
"mod_1",0.374675821281374
"mod_1",0.354153635592312
"mod_1",0.253315672457615
"mod_1",0.348408125501779
"mod_1",0.271966354949672
"mod_1",0.23984377071464
"mod_1",0.221523716971174
"mod_1",0.256489054638232
"mod_1",0.342919614916762
"mod_1",0.263693171985528
"mod_1",0.338585433188715
"mod_1",0.329079313067189
"mod_1",0.311338939434939
"mod_1",0.366397755602301
"mod_1",0.305079681801323
"mod_1",0.381799716985341
"mod_1",0.379207240567721
"mod_1",0.287333537208718
"mod_1",0.31622882949044
"mod_1",0.364731842642331
"mod_1",0.304152080213183
"mod_1",0.358356408002395
"mod_1",0.343615820248585
"mod_1",0.286049222103249
"mod_1",0.33894138621661
"mod_1",0.364044775249347
"mod_1",0.308166235957791
"mod_1",0.306505413976283
"mod_1",0.271887793887968
"mod_1",0.31204387446199
"mod_1",0.273194910614425
"mod_1",0.44157790197548
"mod_1",0.319145333769967
"mod_1",0.329201572072394
"mod_1",0.322152702561576
"mod_1",0.329701065233567
"mod_1",0.355092376083675
"mod_1",0.302932907779977
"mod_1",0.315960855917526
"mod_1",0.287794166853169
"mod_1",0.337591797225339
"mod_1",0.341385615919908
"mod_1",0.347748285489855
"mod_1",0.253229305497197
"mod_1",0.249668154840511
"mod_1",0.333529308467485
"mod_1",0.304999683539743
"mod_1",0.383112509948341
"mod_1",0.315168521894002
"mod_1",0.305048231232273
"mod_1",0.266083216902328
"mod_1",0.418512035943228
"mod_1",0.340015890628777
"mod_1",0.397038561589138
"mod_1",0.30548558429872
"mod_1",0.276500463422257
"mod_1",0.446970592449475
"mod_1",0.374141348773687
"mod_1",0.388581815083038
"mod_1",0.31920336463892
"mod_1",0.310077712023805
"mod_1",0.358520142299276
"mod_1",0.336607614278033
"mod_1",0.329559931809913
"mod_1",0.365632790161452
"mod_1",0.351254840608607
"mod_1",0.244574954708276
"mod_1",0.246474412999224
"mod_1",0.331853880007976
"mod_1",0.323678066191455
"mod_1",0.343658114298511
"mod_1",0.28710753750149
"mod_1",0.317628859740484
"mod_1",0.401143505415441
"mod_1",0.428088597588414
"mod_1",0.400109201072745
"mod_1",0.336420286540375
"mod_1",0.329410146167072
"mod_1",0.351455445434732
"mod_1",0.260454786063152
"mod_1",0.285721099746206
"mod_1",0.376988752132374
"mod_1",0.375302364547215
"mod_1",0.344219772776818
"mod_1",0.287020894977454
"mod_1",0.347831008783226
"mod_1",0.313568343703416
"mod_1",0.344677310962302
"mod_1",0.383437337628786
"mod_1",0.363075251913341
"mod_1",0.354590418386641
"mod_1",0.335638707824025
"mod_1",0.307373421201374
"mod_1",0.301906023888766
"mod_1",0.335540219810049
"mod_1",0.297879600518238
"mod_1",0.349566584413873
"mod_1",0.353895196832605
"mod_1",0.361195023574052
"mod_1",0.369173440710554
"mod_1",0.346679480289127
"mod_1",0.332183004898606
"mod_1",0.340792486926757
"mod_1",0.397481046907297
"mod_1",0.347578598041117
"mod_1",0.30483832641772
"mod_1",0.298262908106145
"mod_1",0.300843182174187
"mod_1",0.278490883258761
"mod_1",0.334363623869265
"mod_1",0.368448785689653
"mod_1",0.284041515061729
"mod_1",0.431478672319277
"mod_1",0.357226348586002
"mod_1",0.314242682101594
"mod_1",0.307751425766284
"mod_1",0.348647544647025
"mod_1",0.325538847516906
"mod_1",0.327297943581239
"mod_1",0.392000195005395
"mod_1",0.339054614559578
"mod_1",0.34256589081981
"mod_1",0.380506056767761
"mod_1",0.32869476410546
"mod_1",0.364896831460684
"mod_1",0.357984600808887
"mod_1",0.386518201022127
"mod_1",0.326073641395082
"mod_1",0.367563710207984
"mod_1",0.329802370724125
"mod_1",0.31235194277728
"mod_1",0.39121267009887
"mod_1",0.28695571020272
"mod_1",0.276374065230023
"mod_1",0.35061186158606
"mod_1",0.367683557096903
"mod_1",0.342115268201609
"mod_1",0.424676407895667
"mod_1",0.353272169198164
"mod_1",0.368905652200942
"mod_1",0.305883475327628
"mod_1",0.296358696406527
"mod_1",0.304889965063039
"mod_1",0.345413716136085
"mod_1",0.26096102118483
"mod_1",0.366317910340671
"mod_1",0.299702593391198
"mod_1",0.360128870621886
"mod_1",0.366658090175077
"mod_1",0.243020635256679
"mod_1",0.366246940810538
"mod_1",0.333300360907866
"mod_1",0.308597145287326
"mod_1",0.313926033288978
"mod_1",0.269021123609085
"mod_1",0.367047033087623
"mod_1",0.262970116245275
"mod_1",0.32018514606995
"mod_1",0.337386951440507
"mod_1",0.299872078884882
"mod_1",0.396821868185009
"mod_1",0.305360630793846
"mod_1",0.430444671652694
"mod_1",0.39434934927945
"mod_1",0.380635802940177
"mod_1",0.345268367091939
"mod_1",0.361288252596279
"mod_1",0.254270787609813
"mod_1",0.305053630551222
"mod_1",0.350291598966005
"mod_1",0.353469414441282
"mod_1",0.366921202175616
"mod_1",0.307994536829978
"mod_1",0.319419443382543
"mod_1",0.283197924587908
"mod_1",0.308762123818158
"mod_1",0.337336523488835
"mod_1",0.363712734999949
"mod_1",0.346996650040161
"mod_1",0.316854874965082
"mod_1",0.36187034578342
"mod_1",0.29476274925538
"mod_1",0.299623194262376
"mod_1",0.350243976968633
"mod_1",0.340465928772437
"mod_1",0.263237027837195
"mod_1",0.340871212210743
"mod_1",0.402151030985779
"mod_1",0.427685904327866
"mod_1",0.329024666846133
"mod_1",0.352618109300563
"mod_1",0.323193302532022
"mod_1",0.297781887935795
"mod_1",0.317438176593253
"mod_1",0.33952960798784
"mod_1",0.336703415771833
"mod_1",0.319642050320586
"mod_1",0.380109983359186
"mod_1",0.349077463534822
"mod_1",0.270364325492424
"mod_1",0.367991524918334
"mod_1",0.309857977477308
"mod_1",0.289271295657155
"mod_1",0.328603606700341
"mod_1",0.378618258477404
"mod_1",0.338958400107841
"mod_1",0.301702881535377
"mod_1",0.274934096183251
"mod_1",0.397393187845227
"mod_1",0.280379072556825
"mod_1",0.348127079918117
"mod_1",0.377804542053032
"mod_1",0.342432351830166
"mod_1",0.384039425444461
"mod_1",0.334235928980641
"mod_1",0.370766101237569
"mod_1",0.352280644282163
"mod_1",0.3602039813944
"mod_1",0.276619466239389
"mod_1",0.350974937163043
"mod_1",0.308953107445194
"mod_1",0.392938851435674
"mod_1",0.29640077711154
"mod_1",0.349295696405065
"mod_1",0.28013653127616
"mod_1",0.335332285135923
"mod_1",0.334901683041201
"mod_1",0.334403241329841
"mod_1",0.328624825165003
"mod_1",0.349154219065727
"mod_1",0.312556155785434
"mod_1",0.321583842660755
"mod_1",0.309504108986254
"mod_1",0.341755443917191
"mod_1",0.283681801309669
"mod_1",0.389117048177394
"mod_1",0.340819480953036
"mod_1",0.386677426856032
"mod_1",0.380378369478151
"mod_1",0.285005595115186
"mod_1",0.333633201276833
"mod_1",0.293440506857595
"mod_1",0.278918362009513
"mod_1",0.294030233286191
"mod_1",0.333533677229084
"mod_1",0.322449396400635
"mod_1",0.373700160906112
"mod_1",0.326135635127138
"mod_1",0.342863778610542
"mod_1",0.365646085114006
"mod_1",0.348073211859868
"mod_1",0.386179621127244
"mod_1",0.364793929915388
"mod_1",0.342937359796757
"mod_1",0.295573926849414
"mod_1",0.328400875939246
"mod_1",0.290690543206942
"mod_1",0.384496816950612
"mod_1",0.450158989436572
"mod_1",0.369100297300349
"mod_1",0.247517428953816
"mod_1",0.301841751819736
"mod_1",0.337180181885699
"mod_1",0.337619914703954
"mod_1",0.357818497643765
"mod_1",0.329552135622313
"mod_1",0.38657996230283
"mod_1",0.319441219416557
"mod_1",0.31587285433037
"mod_1",0.353835262321441
"mod_1",0.31571440956214
"mod_1",0.252394659742239
"mod_1",0.357764483267745
"mod_1",0.3320456834398
"mod_1",0.33366283418685
"mod_1",0.391709965108263
"mod_1",0.327194231885948
"mod_1",0.306122875435223
"mod_1",0.354127164394005
"mod_1",0.320182957907565
"mod_1",0.40602380087092
"mod_1",0.332825859698352
"mod_1",0.322852075652381
"mod_1",0.289685244725038
"mod_1",0.252244885404659
"mod_1",0.388983343980098
"mod_1",0.350904643462183
"mod_1",0.326507612673034
"mod_1",0.362746436509326
"mod_1",0.371873122244611
"mod_1",0.315963443576369
"mod_1",0.340321773685856
"mod_1",0.30255896575906
"mod_1",0.327474701588345
"mod_1",0.391987422838849
"mod_1",0.266974531540109
"mod_1",0.454850007311569
"mod_1",0.258740062868997
"mod_1",0.279292189370797
"mod_1",0.310708327222318
"mod_1",0.284604326194508
"mod_1",0.311573510510861
"mod_1",0.401810747183823
"mod_1",0.28528417748197
"mod_1",0.316024178687065
"mod_1",0.261691162017378
"mod_1",0.378718204096023
"mod_1",0.316149044435256
"mod_1",0.347733975331489
"mod_1",0.374684874253869
"mod_1",0.377250774258334
"mod_1",0.278013159494229
"mod_1",0.347870027568486
"mod_1",0.255421741080417
"mod_1",0.365514691409131
"mod_1",0.261394323576182
"mod_1",0.374186452621393
"mod_1",0.371105701810921
"mod_1",0.275184548199892
"mod_1",0.368302523351564
"mod_1",0.394798861489572
"mod_1",0.403250198319279
"mod_1",0.329299994656283
"mod_1",0.36965258353851
"mod_1",0.396443437712288
"mod_1",0.351107053879935
"mod_1",0.392566955340764
"mod_1",0.34396934692391
"mod_1",0.330813253998666
"mod_1",0.342936114603482
"mod_1",0.380095451196729
"mod_1",0.447585459994599
"mod_1",0.353490219268911
"mod_1",0.336286707059407
"mod_1",0.322438025135931
"mod_1",0.331949989068041
"mod_1",0.318844807991737
"mod_1",0.331876479284019
"mod_1",0.397830906636907
"mod_1",0.2989561489416
"mod_1",0.310783422794851
"mod_1",0.392030390949624
"mod_1",0.36384199299749
"mod_1",0.326812036985592
"mod_1",0.347349993206108
"mod_1",0.327327005285153
"mod_1",0.368045845695394
"mod_1",0.344012354622145
"mod_1",0.333033088873747
"mod_1",0.366129307130618
"mod_1",0.322283587991952
"mod_1",0.2935899513268
"mod_1",0.317453180420417
"mod_1",0.384082093057116
"mod_1",0.325916827822412
"mod_1",0.391470563889315
"mod_1",0.245352966573293
"mod_1",0.269157168386452
"mod_1",0.395526751722179
"mod_1",0.307014949941019
"mod_1",0.279769335084822
"mod_1",0.326534852822643
"mod_1",0.344700894720709
"mod_1",0.285369162008268
"mod_1",0.365143570907388
"mod_1",0.303949627780527
"mod_1",0.350860375814955
"mod_1",0.371403911502185
"mod_1",0.31936493180221
"mod_1",0.384955464797934
"mod_1",0.324216457430113
"mod_1",0.356690099767439
"mod_1",0.3338359088649
"mod_1",0.320211301200511
"mod_1",0.358428319913596
"mod_1",0.376783725055037
"mod_1",0.29896328215096
"mod_1",0.339016726981849
"mod_1",0.332975844794306
"mod_1",0.300425241397756
"mod_1",0.315738799480699
"mod_1",0.357753393104144
"mod_1",0.309407240044491
"mod_1",0.30328116568512
"mod_1",0.356077730838794
"mod_1",0.325868999799016
"mod_1",0.317636421435572
"mod_1",0.32456213352078
"mod_1",0.316040604782525
"mod_1",0.364342717473243
"mod_1",0.419988699602624
"mod_1",0.404326679485089
"mod_1",0.333345209890107
"mod_1",0.329232264726353
"mod_1",0.366508249617331
"mod_1",0.399204464765989
"mod_1",0.28596379523152
"mod_1",0.314592437984292
"mod_1",0.317103685981643
"mod_1",0.250178836182388
"mod_1",0.239124581464998
"mod_1",0.339574770890831
"mod_1",0.321327053880066
"mod_1",0.345337185354662
"mod_1",0.299894411008622
"mod_1",0.338561039288562
"mod_1",0.301615638892541
"mod_1",0.269951500105321
"mod_1",0.378549738595263
"mod_1",0.328845316443648
"mod_1",0.349568656092276
"mod_1",0.269524606181189
"mod_1",0.40754675716933
"mod_1",0.358046600092748
"mod_1",0.33349225619302
"mod_1",0.293278867129526
"mod_1",0.362029301342922
"mod_1",0.299492039884363
"mod_1",0.256328491692253
"mod_1",0.342839671949806
"mod_1",0.325989906699995
"mod_1",0.370242967516515
"mod_1",0.374880615448564
"mod_1",0.317448749836039
"mod_1",0.348198410124557
"mod_1",0.374537352190943
"mod_1",0.331239386530584
"mod_1",0.348735410225462
"mod_1",0.353019615719025
"mod_1",0.362756419594182
"mod_1",0.358185150276911
"mod_1",0.297296595138673
"mod_1",0.292912076623674
"mod_1",0.265106519463947
"mod_1",0.360107377253114
"mod_1",0.32832303306876
"mod_1",0.292041393323696
"mod_1",0.288171384576086
"mod_1",0.422891376694108
"mod_1",0.32612248563907
"mod_1",0.282985120412105
"mod_1",0.324389846031549
"mod_1",0.331599251614605
"mod_1",0.283800453764694
"mod_1",0.367931051569559
"mod_1",0.334049426666898
"mod_1",0.336841197259282
"mod_1",0.317851223320001
"mod_1",0.349332023208302
"mod_1",0.311171862189789
"mod_1",0.266579855146042
"mod_1",0.31147230274181
"mod_1",0.336191250154389
"mod_1",0.341019926278776
"mod_1",0.300765422292185
"mod_1",0.361931464173735
"mod_1",0.284198819654348
"mod_1",0.295118504898113
"mod_1",0.343866230597509
"mod_1",0.358960521676255
"mod_1",0.300575422217554
"mod_1",0.344530600964015
"mod_1",0.315337795898864
"mod_1",0.361178297524625
"mod_1",0.322357640594041
"mod_1",0.317399585447002
"mod_1",0.403453948664377
"mod_1",0.390506060725267
"mod_1",0.375294708986948
"mod_1",0.309095833703382
"mod_1",0.319752335694463
"mod_1",0.38646932497406
"mod_1",0.260947349159032
"mod_1",0.418186153915757
"mod_1",0.381378454712223
"mod_1",0.389935215792765
"mod_1",0.33597467238991
"mod_1",0.383666091644586
"mod_1",0.33472162429806
"mod_1",0.34037625418153
"mod_1",0.301969163574685
"mod_1",0.343766923487893
"mod_1",0.370106567033399
"mod_1",0.354140230027881
"mod_1",0.3094544508527
"mod_1",0.40588288947489
"mod_1",0.311756607933234
"mod_1",0.362699475471928
"mod_1",0.401360256718285
"mod_1",0.289337514302497
"mod_1",0.343046421674604
"mod_1",0.359145939429592
"mod_1",0.31179693651254
"mod_1",0.306148999598337
"mod_1",0.38474769976329
"mod_1",0.355521750420218
"mod_1",0.359211655075562
"mod_1",0.321396808620199
"mod_1",0.320516630847832
"mod_1",0.345154836237761
"mod_1",0.334991638507412
"mod_1",0.369040202491165
"mod_1",0.285715008033918
"mod_1",0.33845797721879
"mod_1",0.313371581199295
"mod_1",0.334160032821008
"mod_1",0.350782117309554
"mod_1",0.291449772130395
"mod_1",0.397935084613018
"mod_1",0.304618143535225
"mod_1",0.258880471739959
"mod_1",0.387942351753381
"mod_1",0.357701395794805
"mod_1",0.368157753854924
"mod_1",0.355193379490874
"mod_1",0.368671859773423
"mod_1",0.264102886616918
"mod_1",0.377261778426124
"mod_1",0.317445359189444
"mod_1",0.328709728700621
"mod_1",0.430927931113153
"mod_1",0.373187387684811
"mod_1",0.356567452508082
"mod_1",0.404303186217435
"mod_1",0.310451003037444
"mod_1",0.370604719367638
"mod_1",0.330453155742882
"mod_1",0.298373158166443
"mod_1",0.311504575182128
"mod_1",0.308272140132071
"mod_1",0.323874546384318
"mod_1",0.327734866605657
"mod_1",0.339803430437665
"mod_1",0.390305309750552
"mod_1",0.374482788695613
"mod_1",0.345687563942734
"mod_1",0.308025730208181
"mod_1",0.416107126725268
"mod_1",0.277296646490806
"mod_1",0.238693304294251
"mod_1",0.33629951683953
"mod_1",0.355252317983736
"mod_1",0.362532311978149
"mod_1",0.359863434114885
"mod_1",0.296007900985835
"mod_1",0.406800760107932
"mod_1",0.340437766450397
"mod_1",0.270931355331637
"mod_1",0.315915857873264
"mod_1",0.384879943074276
"mod_1",0.281231676875814
"mod_1",0.320151671547334
"mod_1",0.310523387333032
"mod_1",0.348336406739875
"mod_1",0.315417228187544
"mod_1",0.343539095299673
"mod_1",0.331419576000605
"mod_1",0.30270128255068
"mod_1",0.434875906236269
"mod_1",0.299433437868475
"mod_1",0.347060933827804
"mod_1",0.293691210395898
"mod_1",0.281219658838974
"mod_1",0.38152954230406
"mod_1",0.333902550801907
"mod_1",0.331155956659225
"mod_1",0.397447269691619
"mod_1",0.25715553916468
"mod_1",0.272969260927782
"mod_1",0.334946746385801
"mod_1",0.293700563701713
"mod_1",0.396274788964095
"mod_1",0.333240023083975
"mod_1",0.362366213478333
"mod_1",0.369220538913322
"mod_1",0.378074639920329
"mod_1",0.380822096517024
"mod_1",0.308235276822568
"mod_1",0.258643929817375
"mod_1",0.374509962719794
"mod_1",0.351323610677364
"mod_1",0.345852432383643
"mod_1",0.303276157877439
"mod_1",0.295092475973954
"mod_1",0.277179379777543
"mod_1",0.351555664237382
"mod_1",0.330730377963139
"mod_1",0.374117520198252
"mod_1",0.332646100436866
"mod_1",0.291880121400744
"mod_1",0.315333724183688
"mod_1",0.358532986656633
"mod_1",0.296912317721595
"mod_1",0.27766173017905
"mod_1",0.259267098218163
"mod_1",0.363134387883713
"mod_1",0.307713992440377
"mod_1",0.331899382411975
"mod_1",0.317838915224771
"mod_1",0.335560757465043
"mod_1",0.407084649261603
"mod_1",0.350454509800335
"mod_1",0.293235037834992
"mod_1",0.256125568681075
"mod_1",0.323829671495011
"mod_1",0.321557937291748
"mod_1",0.38151656141586
"mod_1",0.400800889069203
"mod_1",0.340109582245943
"mod_1",0.351183382461109
"mod_1",0.300310431000916
"mod_1",0.356616170720933
"mod_1",0.339402397694519
"mod_1",0.332336849662841
"mod_1",0.312285415720295
"mod_1",0.316814034218827
"mod_1",0.400256849622346
"mod_1",0.382173439813389
"mod_1",0.312170240271833
"mod_1",0.290167321957871
"mod_1",0.331986185065397
"mod_1",0.321645974715139
"mod_1",0.294615122188039
"mod_1",0.24988906783089
"mod_1",0.268696252542891
"mod_1",0.205829051910403
"mod_1",0.285583041105685
"mod_1",0.310259921986348
"mod_1",0.408202683092876
"mod_1",0.366004279714622
"mod_1",0.286947330591728
"mod_1",0.30034242562343
"mod_1",0.349857827077697
"mod_1",0.264248413701686
"mod_1",0.326666653455643
"mod_1",0.374147488156253
"mod_1",0.294445543708763
"mod_1",0.381186196015004
"mod_1",0.359391534591145
"mod_1",0.331145104284319
"mod_1",0.364570281592523
"mod_1",0.251088269471086
"mod_1",0.297983405349846
"mod_1",0.32431772666947
"mod_1",0.439557250543236
"mod_1",0.374985072857167
"mod_1",0.407533223910889
"mod_1",0.279546070414813
"mod_1",0.373167839680537
"mod_1",0.260272857645392
"mod_1",0.272784002781726
"mod_1",0.332134258524089
"mod_1",0.379984381340057
"mod_1",0.386317990421804
"mod_1",0.251672231753199
"mod_1",0.21353278336952
"mod_1",0.372462403094126
"mod_1",0.306545145717742
"mod_1",0.324359908825431
"mod_1",0.30762946945253
"mod_1",0.36799949637254
"mod_1",0.298778652846636
"mod_1",0.333406677786026
"mod_1",0.296383341793088
"mod_1",0.319880970261157
"mod_1",0.351416989531603
"mod_1",0.346380284351933
"mod_1",0.388255024559427
"mod_1",0.338716186718928
"mod_1",0.371052505399081
"mod_1",0.277426599742601
"mod_1",0.323131201705027
"mod_1",0.354247138535926
"mod_1",0.377070896463995
"mod_1",0.351369993081205
"mod_1",0.324419980632498
"mod_1",0.277580163402918
"mod_1",0.356962015251984
"mod_1",0.373763127345216
"mod_1",0.325772949745573
"mod_1",0.351340460629038
"mod_1",0.380440692617453
"mod_1",0.279899657893286
"mod_1",0.266977139084713
"mod_1",0.352675553622242
"mod_1",0.281657960188317
"mod_1",0.311442589821768
"mod_1",0.337302598985826
"mod_1",0.340739569329022
"mod_1",0.338871181262955
"mod_1",0.347638930335796
"mod_1",0.362688664295988
"mod_1",0.317132447830489
"mod_1",0.293659375898369
"mod_1",0.314287669361609
"mod_1",0.378713571236654
"mod_1",0.320801751760045
"mod_1",0.382863256977065
"mod_1",0.322002968718539
"mod_1",0.408460272144245
"mod_1",0.322793609620788
"mod_1",0.352917609830246
"mod_1",0.428522561055144
"mod_1",0.246147773685391
"mod_1",0.391491442672631
"mod_1",0.327804317416035
"mod_1",0.317401204205593
"mod_1",0.359066552017658
"mod_1",0.380297663343977
"mod_1",0.33228944791453
"mod_1",0.332613181438219
"mod_1",0.351708183926673
"mod_1",0.315509093984729
"mod_1",0.30655577189259
"mod_1",0.301782563916244
"mod_1",0.291959102649646
"mod_1",0.30671141483265
"mod_1",0.383563960869476
"mod_1",0.333133109142403
"mod_1",0.369317391336778
"mod_1",0.358154409633861
"mod_1",0.33047821654527
"mod_1",0.328232218147095
"mod_1",0.364975370852182
"mod_1",0.244036347224117
"mod_1",0.317773341509316
"mod_1",0.309667055132993
"mod_1",0.291439218820746
"mod_1",0.276293423899979
"mod_1",0.40715963600426
"mod_1",0.332903250501601
"mod_1",0.349452925899506
"mod_1",0.352118103369429
"mod_1",0.364885609775918
"mod_1",0.3475076049651
"mod_1",0.358733499882147
"mod_1",0.389171560016241
"mod_1",0.306377012708932
"mod_1",0.37870234504555
"mod_1",0.295956135668077
"mod_1",0.405566055917352
"mod_1",0.325654592532576
"mod_1",0.290795467707362
"mod_1",0.342855074559345
"mod_1",0.366319639841086
"mod_1",0.386849580610601
"mod_1",0.341609638719372
"mod_1",0.323236701749614
"mod_1",0.344926849841294
"mod_1",0.396187106870383
"mod_1",0.359646526178117
"mod_1",0.26665387748277
"mod_1",0.294993500090642
"mod_1",0.339279507286436
"mod_1",0.269412678324378
"mod_1",0.326006817286808
"mod_1",0.346954885131525
"mod_1",0.255053965184139
"mod_1",0.39261172494342
"mod_1",0.303627161094523
"mod_1",0.325436798001934
