IQ,starts_w_B
120.7370151,No
108.1421204,No
88.7427232,No
125.1607686,No
100.2636967,No
77.50574451,No
97.90758789,No
86.50129946,No
106.2301069,No
84.64670419,No
106.9993829,No
58.05215375,No
107.4359348,No
108.2329463,No
100.7411888,No
86.69291761,No
140.6245391,No
76.83895572,No
105.2765831,No
87.6227636,No
106.1270392,No
79.4581043,No
91.81678303,No
110.4926345,No
106.1089536,No
92.76874483,No
103.7673808,No
83.05105854,No
72.88816502,No
99.65915834,No
91.25494125,No
89.36675054,No
105.2091267,No
89.67404322,No
118.6226796,No
107.8818028,No
95.56427951,No
90.18182662,No
100.9172812,No
96.79632314,No
98.00742767,No
94.66647058,No
118.7430872,No
112.2157516,No
96.710522,No
85.26754337,No
108.6494716,No
118.7877994,No
101.2711156,No
84.75412121,No
59.18655695,No
93.05834876,No
86.96760885,No
112.6744654,No
104.0220231,No
95.95042012,No
91.60656543,No
89.93039183,No
100.833004,No
103.7697944,No
89.74171004,No
105.4093103,No
76.91653884,No
114.2819466,No
95.36204685,No
84.1141984,No
119.7728434,No
96.02696991,No
93.12714758,No
75.87763076,No
114.6545411,No
77.46738085,No
96.23342748,No
88.48272846,No
109.9993625,No
77.208814,No
105.046118,No
115.1435356,No
91.82463156,No
93.38800806,No
108.5512029,No
85.478143,No
104.7944935,No
92.9247347,No
83.02744431,No
62.75303629,No
90.09848367,No
104.8048257,No
95.2489897,No
114.9057045,No
94.86740452,No
103.401233,No
76.13911347,No
96.75847398,No
106.5768019,No
122.3750106,No
84.50697339,No
116.6381873,No
105.2061458,No
84.71629989,No
81.35606715,No
76.62924572,No
80.01427889,No
94.57714809,No
92.30678393,No
77.82814471,No
118.414472,No
127.5706169,No
100.2601515,No
85.57325337,No
92.01961639,No
90.92599993,No
104.0805159,No
61.04318019,No
105.7771553,No
84.06828315,No
70.66022086,No
106.4361241,No
102.83055,No
112.7476025,No
90.75191692,No
109.3408286,No
83.39168119,No
94.03357891,No
116.8512969,No
119.2892843,No
110.822733,No
99.2839651,No
90.86360914,No
109.859659,No
109.9431643,No
67.90235853,No
72.97902197,No
111.0293823,No
85.93904186,No
97.23799622,No
96.98133753,No
113.2073794,No
93.66981861,No
124.2817515,No
89.26772216,No
87.94515299,No
109.6256747,No
84.30054522,No
100.9180647,No
81.88937284,No
105.2018512,No
124.081758,No
104.3731446,No
95.13247004,No
111.007718,No
104.1656525,No
120.265655,No
77.25611712,No
86.66376992,No
134.1675819,No
83.2285269,No
109.691403,No
105.9402975,No
99.18730748,No
118.1323568,No
72.1183832,No
109.1154598,No
113.7409768,No
119.9142755,No
113.5333018,No
115.7320604,No
100.6107591,No
109.3882496,No
84.64547829,No
111.4392274,No
94.94383139,No
107.3295776,No
104.7490379,No
74.88198708,No
97.79643767,No
105.4240887,No
97.89661211,No
121.6459841,No
100.8858873,No
98.50664108,No
137.2793725,No
75.86703843,No
98.09712386,No
76.62209371,No
93.02815939,No
97.00053728,No
115.8475519,No
116.0478807,No
107.5073563,No
95.11039777,No
98.58664261,No
101.0268994,No
125.4312271,No
89.98916115,No
102.6344283,No
116.1280488,No
136.9773223,No
85.45251539,No
88.30429996,No
135.4842543,No
102.4759854,No
95.07901302,No
103.5277528,No
100.4764784,No
102.8840346,No
78.38964372,No
121.6148562,No
97.3356169,No
110.982789,No
95.47113441,No
100.2951053,No
101.3747806,No
101.9064549,No
76.63258579,No
93.51922298,No
118.4767762,No
129.6319861,No
80.76595178,No
86.08450568,No
75.18970869,No
117.3674086,No
124.4203304,No
84.8177063,No
124.8316117,No
97.69370331,No
100.1251946,No
90.47795421,No
130.7661638,No
121.8908614,No
115.1799339,No
97.57503342,No
95.75269738,No
92.25247105,No
84.4027311,No
99.3532359,No
99.38719241,No
100.1204216,No
132.5962674,No
108.157754,No
106.5371498,No
99.06957477,No
73.20408334,No
109.7467845,No
106.8406765,No
98.99604033,No
88.54736091,No
89.26833667,No
107.1443543,No
91.83231513,No
75.37209629,No
100.3926757,No
123.750352,No
90.2475627,No
76.6754484,No
123.8251314,No
82.06258766,No
101.428681,No
113.4356071,No
94.16704156,No
111.7815915,No
94.71292672,No
92.30009317,No
92.38684397,No
99.95323789,No
77.90508066,No
102.1321113,No
92.47382168,No
76.85069848,No
98.16680127,No
86.27701451,No
100.1811643,No
102.4014746,No
104.9912232,No
86.56327034,No
109.5569665,No
86.96819611,No
98.33723121,No
110.9255467,No
117.99283,No
111.9474873,No
102.0954308,No
94.11414517,No
93.0615827,No
84.0242133,No
123.6875768,No
95.88438889,No
114.8598859,No
127.8639423,No
104.000299,No
123.3644437,No
99.85651121,No
95.24463988,No
109.955244,No
109.1054959,No
96.49736742,No
96.86776715,No
100.0484627,No
93.16146041,No
97.814424,No
92.56726549,No
112.3226849,No
112.0608216,No
111.6730379,No
78.93056783,No
91.86400896,No
90.27770511,No
117.1517464,No
99.49068759,No
90.86921725,No
109.7731974,No
87.31026798,No
105.2609967,No
89.40753911,No
103.8044364,No
106.5261191,No
104.4282666,No
100.1194988,No
80.2508318,No
94.12323155,No
99.27065583,No
106.0929397,No
86.40186922,No
115.6257057,No
103.0851862,No
111.5485713,No
109.1005832,No
97.44071694,No
130.4907496,No
126.6039065,No
70.71067312,No
94.30941754,No
104.4803171,No
109.1748032,No
109.4363756,No
107.8359313,No
91.52757193,No
79.53701145,No
66.85396771,No
93.74744512,No
107.3091945,No
87.71579802,No
78.32650333,No
94.62808053,No
79.21698657,No
95.15806528,No
115.2446308,No
111.2630422,No
99.32546242,No
125.8337617,No
124.6039675,No
129.3918308,No
71.96123232,No
63.1841589,No
103.9445244,No
105.9779015,No
115.0865051,No
101.5387598,No
102.3237854,No
98.08187966,No
77.36426138,No
84.12353755,No
97.53222561,No
99.88674475,No
82.7891839,No
106.6623502,No
102.7841225,No
105.4088684,No
133.460291,No
88.82773616,No
94.89576474,No
111.7279099,No
86.68180911,No
123.171027,No
113.5454425,No
76.76779595,No
113.8184174,No
136.477385,No
81.39506226,No
110.787832,No
62.76514949,No
99.5376581,No
98.947478,No
100.3260437,No
87.84674094,No
125.2664321,No
105.5924078,No
83.21078556,No
80.89072443,No
90.83239542,No
126.2684641,No
110.5329313,No
104.3914598,No
90.803798,No
99.02865807,No
127.8926975,No
110.3130165,No
121.4184092,No
80.76458914,No
128.0710242,No
73.71575659,No
100.8495381,No
111.9897681,No
108.1547226,No
92.96114713,No
108.3830298,No
89.44560503,No
96.0556617,No
112.5533367,No
96.8276953,No
108.7430265,No
94.13242818,No
97.48979095,No
102.4944917,No
91.45199442,No
74.49541826,No
112.9901495,No
118.2935672,No
103.6912848,No
101.4825097,No
102.9272611,No
87.91747036,No
94.80575397,No
111.9751222,No
101.450795,No
94.57303083,No
121.6639526,No
123.8043456,No
108.9706192,No
109.7494795,No
84.84798377,No
101.9455717,No
92.72702547,No
103.7842113,No
104.6878664,No
112.2361346,No
86.23951015,No
108.277538,No
105.6124256,No
90.60092951,No
73.64072635,No
111.0687068,No
112.5594142,No
102.8534872,No
99.00247,No
111.7549337,No
109.5145322,No
112.8422148,No
90.74874534,No
102.5952168,No
93.37520873,No
94.39771199,No
64.63082435,No
109.3138735,No
80.12361925,No
106.5191761,No
84.10476981,No
101.4607712,No
86.98285092,No
106.7670987,No
124.89512,No
105.9925991,No
127.7944637,No
98.34000929,No
96.31680839,No
90.83837997,No
102.4261236,No
86.02888438,No
99.62513783,No
100.212121,No
80.97888271,No
96.77722337,No
85.27410343,No
78.12869555,No
97.37456124,No
70.63371615,No
88.90861423,No
99.51200267,No
80.09426066,No
78.59294446,No
118.9561792,No
108.6413258,No
103.0280712,No
108.214523,No
109.3414912,No
111.6190357,No
108.6323923,No
88.92327936,No
102.5244051,No
85.56680698,No
80.00955894,No
87.95125399,No
106.0719058,No
114.3069506,No
123.2831449,No
108.7798454,No
128.8515319,No
75.16475674,No
114.9445045,No
92.34322099,No
101.5272725,No
100.482034,No
115.9011226,No
85.66669744,No
101.9047328,No
98.33025896,No
98.06399402,No
121.3897222,No
97.84744322,No
69.80756812,No
103.2222057,No
100.6329035,No
99.06450211,No
101.6823404,No
72.89736904,No
90.05865083,No
111.0223625,No
84.303155,No
98.29499113,No
109.041138,No
88.87697312,No
85.99547212,No
105.1529508,No
100.9119254,No
105.1977676,No
103.9039948,No
98.94829029,No
113.7317722,No
110.0034093,No
131.3656353,No
117.6490833,No
93.31000874,No
119.6801582,No
100.3782052,No
71.5835653,No
85.88184169,No
106.6064554,No
95.76570459,No
95.326818,No
101.8993567,No
119.1880815,No
106.4556938,No
93.40361784,No
77.97689714,No
110.2816784,No
108.7647793,No
93.27830693,No
105.3719191,No
97.98492684,No
96.03093606,No
127.0351426,No
101.1021668,No
107.3338551,No
84.49243316,No
91.88111981,No
119.8722545,No
104.5837231,No
96.2143493,No
102.3269544,No
92.09636358,No
85.85425176,No
109.3393671,No
125.4466812,No
93.30105145,No
82.86493871,No
83.60222203,No
129.5461432,No
101.752646,No
79.37661348,No
110.2626698,No
111.1847558,No
120.1047684,No
101.4280482,No
104.8605814,No
64.01118416,No
110.6127795,No
81.77624121,No
59.90693835,No
85.37195516,No
98.23612292,No
114.7124868,No
95.20672133,No
65.21654895,No
72.47815163,No
98.47443975,No
95.70066674,No
101.5092606,No
124.8462105,No
123.6622494,No
106.5305307,No
91.39323381,No
119.8749846,No
110.4644984,No
91.49102269,No
106.3292988,No
117.1740195,No
121.5379196,No
97.48142743,No
91.0472452,No
112.2880998,No
81.97058572,No
92.81325466,No
90.12764153,No
85.29671512,No
81.70937007,No
90.3505423,No
73.8237747,No
108.8944032,No
114.2488185,No
105.061305,No
85.06759876,No
107.0786294,No
108.8853125,No
96.94508239,No
79.29351149,No
100.7175148,No
105.9210859,No
90.66526047,No
68.7064572,No
91.51542897,No
91.65405804,No
100.8191897,No
98.67207719,No
99.06811257,No
106.6573388,No
100.7470132,No
89.12914052,No
109.9224345,No
89.40772596,No
126.9179908,No
122.0571468,No
113.6012368,No
123.6276415,No
89.02740221,No
103.2877686,No
100.8954565,No
112.2753752,No
81.06291773,No
105.7240461,No
105.3225742,No
111.0425372,No
127.875851,No
87.44196159,No
103.1844297,No
86.38444414,No
109.7071112,No
122.4641109,No
113.0154368,No
97.80737397,No
110.614183,No
90.36967589,No
83.87352108,No
122.2878281,No
61.32673117,No
120.3467233,No
80.12970469,No
74.66488656,No
115.4836114,No
100.6763225,No
75.77302575,No
112.6296762,No
88.41554609,No
115.3001855,No
103.6950106,No
92.16919475,No
109.7952378,No
83.01620018,No
92.06506316,No
108.7997639,No
122.4531298,No
86.90027099,No
93.976438,No
104.5211114,No
64.87555406,No
99.66367374,No
73.08191881,No
71.01879421,No
86.92259012,No
75.2519846,No
116.166362,No
144.5076742,No
101.1018647,No
93.72319157,No
98.95618777,No
77.51348763,No
83.69830018,No
103.2717084,No
103.8544585,No
90.640682,No
90.76975626,No
100.8840224,No
75.5026662,No
96.2560926,No
97.65601827,No
75.8075794,No
125.2562133,No
102.1496344,No
87.97405832,No
102.8680867,No
98.93358792,No
92.51884476,No
67.55406632,No
125.6080398,No
102.6167375,No
86.18849163,No
92.93679339,No
81.58074317,No
99.45894608,No
85.77641258,No
93.96449037,No
102.5790287,No
92.25690621,No
91.8547859,No
110.5475501,No
110.2069483,No
113.5779206,No
122.6926407,No
125.3628266,No
89.91369569,No
106.4151467,No
109.4424304,No
119.2475942,No
84.73519167,No
117.5342372,No
94.81582197,No
100.3742253,No
99.38477799,No
84.81724469,No
99.97488248,No
102.5807064,No
77.86623342,No
107.1684144,No
103.4593193,No
82.21650821,No
117.4332076,No
98.01217397,No
111.2865748,No
93.61642724,No
95.89051329,No
78.40396826,No
87.13440199,No
125.754708,No
109.896345,No
86.07824012,No
74.7859618,No
139.5004946,No
92.78195284,No
114.6955174,No
89.69896998,No
96.09092838,No
119.884952,No
83.05955663,No
93.28588382,No
110.9791375,No
102.2801139,No
115.8210444,No
107.9254252,No
88.64127091,No
87.94942477,No
70.25097126,No
85.36792161,No
82.77397298,No
96.21082146,No
120.7962775,No
116.4983666,No
109.0262005,No
129.6452968,No
79.70944287,No
90.03607246,No
88.57104625,No
87.16723228,No
103.1130594,No
103.7980052,No
75.00928237,No
110.1068705,No
81.85741891,No
103.7047072,No
108.3656155,No
106.3702597,No
107.4554827,No
112.4365147,No
92.60052519,No
92.7349777,No
113.3300391,No
95.71073499,No
93.73479486,No
108.1716211,No
97.80203091,No
105.8820666,No
99.30081776,No
97.09029721,No
91.44570384,No
97.74134354,No
119.8905207,No
72.67590011,No
115.9069417,No
117.2403568,No
106.9191825,No
75.24818159,No
107.2150334,No
97.7864803,No
97.1117139,No
98.8375577,No
114.6386232,No
97.26451873,No
87.97773166,No
86.47973458,No
126.1706327,No
88.77479591,No
98.44114744,No
109.6401548,No
95.76376165,No
101.6115838,No
116.4435075,No
84.91561828,No
84.85152474,No
114.4229024,No
122.470573,No
108.994865,No
99.40205087,No
132.2855456,No
87.71391954,No
100.2705108,No
80.42513432,No
95.68111871,No
82.49480356,No
93.1147524,No
96.23865393,No
114.7608521,No
109.5732823,No
108.9746065,No
66.06898713,No
96.32849185,No
113.1460174,No
91.69394792,No
78.03440741,No
90.31210057,No
95.67252534,No
99.7956689,No
112.5323929,No
105.3727101,No
119.6134743,No
107.6352522,No
105.6264847,No
83.68846568,No
81.62364384,No
121.5192085,No
103.2353631,No
107.7960725,No
107.976404,No
115.692662,No
96.98105529,No
100.4644068,No
108.6508014,No
109.8500015,No
132.0247737,No
124.2099812,No
113.5668378,No
105.6785142,No
89.99166625,No
110.6177752,No
84.73711938,No
59.06048825,No
82.4274014,No
96.52037002,No
100.7561818,No
129.2890601,No
99.67594486,No
113.9335562,No
110.0993108,No
131.0286839,No
93.17228787,No
104.7492885,No
93.47213027,No
76.74848017,No
117.774996,No
114.9133232,No
119.3598428,No
137.575698,No
124.5279845,No
123.2197059,No
78.88281963,No
86.34651903,No
101.9915437,No
109.3421914,No
92.19274221,No
119.9861479,No
100.6347391,No
109.1070697,No
129.8078016,No
84.28852929,No
84.98677467,No
57.62316988,No
127.7395893,No
123.0508318,No
82.32793774,No
69.80363779,No
102.5287341,No
69.75337822,No
102.6310616,No
86.610378,No
86.809567,No
104.0646481,No
117.9803417,No
86.28280197,No
110.2249099,No
124.3911374,No
93.923377,No
104.7559042,No
104.1003699,No
121.3338961,No
95.00786772,No
99.29076543,No
81.88105918,No
105.9539447,No
114.8625351,No
90.79958712,No
96.11964471,No
102.6886915,No
108.0554277,No
110.9578204,No
106.9052913,No
85.96381708,No
65.52369537,No
124.5343268,No
122.9907586,No
141.9979524,No
127.1924399,No
69.37099492,No
114.1268692,No
78.09481144,No
85.63220244,No
96.89195239,No
129.9730649,No
94.1705897,No
121.6046362,No
95.64986619,No
105.3191508,No
103.612059,No
81.83514455,No
76.34435376,No
90.28281352,No
127.3968516,No
99.73165716,No
103.5936514,No
101.6572022,No
100.0911722,No
84.68963274,No
114.3388158,No
92.28306553,No
101.0493608,No
142.1412342,No
96.88294226,No
116.9493937,No
106.013469,No
124.7362118,No
115.0411984,No
105.0070786,No
88.7202597,No
81.17100976,No
127.912515,No
99.3066582,No
123.1546023,No
108.9498821,No
84.96134625,No
114.0161947,No
88.1771002,No
110.9893606,No
62.11050419,No
82.8410662,No
105.4108067,No
109.8383872,No
100.7372666,No
133.2134378,No
71.08653005,No
106.1218747,No
120.2530629,No
123.3270053,No
78.65490505,No
123.8422537,No
121.574242,No
106.1715857,No
94.63037544,No
109.9915707,No
90.60159253,No
109.3234513,No
110.0337317,No
117.1372295,No
127.7800695,No
99.34423681,No
92.77733115,No
94.05814941,No
89.02382128,No
98.75481568,No
88.08794215,No
107.379699,No
119.4953288,No
87.04229498,No
126.6177201,No
114.1785903,No
109.5932009,No
92.34847594,No
126.0178177,No
87.17828743,No
121.6874629,No
109.5350471,No
111.2261793,No
111.0377592,No
92.97010055,No
132.9696828,No
66.50563311,No
95.81210335,No
101.8506109,No
104.4027679,No
98.86577723,No
91.33034492,No
118.8588407,No
101.2604335,No
92.47628961,No
91.73529513,No
91.79656689,No
109.0234449,No
101.1589662,No
101.0683621,No
100.0551966,No
110.8593733,No
93.5730342,No
121.2402668,No
79.50458709,No
89.47126666,No
119.7420538,No
108.6678684,No
92.83462342,No
81.62366214,No
100.431258,No
120.4763122,No
94.62878023,No
69.87642738,No
82.12215866,No
108.2859883,No
101.0493046,No
99.12302546,No
102.1633452,No
115.342288,No
94.40232883,No
85.12387496,No
99.65418864,No
112.0415313,No
111.7542223,No
86.22126732,No
92.68478977,No
110.4743461,No
82.41862405,No
85.96579797,No
94.05596902,No
109.7506279,No
115.0736228,No
118.510359,No
96.77207535,No
82.0814986,No
110.6581583,No
94.26782213,No
98.50643494,No
100.290926,No
106.8404347,No
96.62774644,No
96.795688,No
67.50659273,No
85.26007478,No
74.53988686,No
119.7372849,No
104.085465,No
80.43711144,No
106.4302622,No
70.90802694,No
95.74820022,No
109.9953406,No
81.40910841,No
105.0451561,No
105.030941,No
80.64065049,No
101.6858975,No
87.93295605,No
89.93149977,No
96.66913042,No
111.5125834,No
84.91053019,No
94.01168785,No
78.07662495,No
80.18830852,No
105.1771832,No
118.3725713,No
106.3860266,No
85.11505932,No
129.4046857,No
111.2352903,No
114.7816922,No
124.6390735,No
113.5202083,No
105.7372331,No
97.49887787,No
104.5955129,No
88.73826041,No
72.48820524,No
124.4065126,No
74.86191043,No
81.9188939,No
119.3629267,No
89.28989253,No
86.65887043,No
92.49956087,No
120.7112199,No
93.12289229,No
97.92240926,No
97.67813779,No
107.6110006,No
71.10848246,No
107.6245139,No
96.43021569,No
80.68579507,No
84.64365302,No
91.26801933,No
103.3633325,No
90.67920457,No
95.16221069,No
111.7014926,No
92.18438433,No
122.8676701,No
94.91407344,No
84.12768361,No
119.843875,No
111.0617365,No
92.68018079,No
93.95655881,No
128.3908247,No
116.2627532,No
79.52968188,No
70.93346733,No
109.4462447,No
118.5126685,No
102.2733988,No
101.9248948,No
106.7539317,No
84.73116174,No
133.2353121,No
90.74569778,No
108.1879664,No
109.6821958,No
103.4187423,No
129.736864,No
104.5989747,No
106.0638318,No
93.2561985,No
104.532906,No
90.6133839,No
103.9179392,No
67.71577625,No
107.6210884,No
58.68259962,No
93.27867782,No
120.9602007,No
117.4029523,No
90.30105142,No
108.1472539,No
96.0493249,No
102.9074945,No
122.4026344,No
104.8574712,No
103.5935928,No
118.160825,No
94.88584748,No
102.0893711,No
84.6736589,No
90.41446996,No
100.3834567,No
74.15043315,No
94.78910168,No
103.3748032,No
79.86532553,No
112.4370241,No
85.26236234,No
104.5499334,No
110.5854832,No
101.934841,No
105.1575771,No
95.81239394,No
90.91255586,No
109.5849106,No
113.7295216,No
95.09270049,No
101.6648481,No
129.2811682,No
101.3976878,No
99.1209376,No
92.85267719,No
89.52068732,No
115.6155496,No
87.64802687,No
93.62996201,No
95.81958517,No
102.2216434,No
94.95696271,No
124.3109211,No
97.83047901,No
93.1827051,No
96.08901464,No
119.9744441,No
131.880922,No
95.06772682,No
109.659526,No
95.3279942,No
93.68667955,No
81.56814356,No
130.2213286,No
138.8603003,No
105.2507856,No
85.13558069,No
96.71273285,No
110.3295324,No
105.5862382,No
85.83447246,No
105.3869712,No
66.92948242,No
115.5031374,No
110.7666327,No
100.6459787,No
102.6115133,No
105.2108202,No
75.77959062,No
110.3728796,No
108.3829214,No
80.62800116,No
120.2421875,No
107.6466591,No
100.7296437,No
95.72389664,No
92.96146738,No
111.6082974,No
113.8194595,No
76.50588166,No
103.4022949,No
116.3358307,No
80.10507644,No
103.1338811,No
91.0176817,No
89.511172,No
107.5922595,No
97.50707852,No
78.08718872,No
94.33187342,No
96.26581872,No
103.2312755,No
88.66781431,No
93.15233041,No
122.2364241,No
91.43234458,No
108.0239686,No
74.75473088,No
100.0388034,No
102.4211539,No
96.35668834,No
108.6943458,No
102.1575056,No
103.7951367,No
93.07955961,No
75.2614308,No
111.5482441,No
108.9548589,No
114.6233929,No
99.90611143,No
116.1321841,No
104.3861732,No
108.8406334,No
101.4962242,No
128.4057257,No
99.13133974,No
110.8948644,No
99.77221898,No
141.0754687,No
71.21460488,No
104.1398515,No
98.49271122,No
102.3369303,No
86.40245567,No
98.05329417,No
111.6070421,No
117.1796542,No
86.74825866,No
110.195931,No
66.94511362,No
90.23772464,No
104.8238566,No
80.36750122,No
102.8398611,No
112.9568806,No
128.7629888,No
110.7291822,No
115.5560954,No
85.68177128,No
85.32575149,No
113.0647778,No
78.05781921,No
75.41165116,No
95.02968312,No
113.0221245,No
86.51301142,No
92.85632857,No
98.08947099,No
78.10728316,No
95.54861664,No
104.8006406,No
56.50792114,No
92.65406075,No
98.55364744,No
111.0824228,No
119.8731708,No
94.09285735,No
91.78617743,No
101.7113013,No
104.8977694,No
90.67031221,No
121.2139721,No
87.25257909,No
104.2839744,No
125.2372774,No
97.0051908,No
100.4249132,No
101.7473012,No
105.6114894,No
139.0491716,No
111.4790521,No
124.0152294,No
118.9929524,No
79.92493354,No
87.22345423,No
103.5715097,No
115.517238,No
100.890722,No
70.50637924,No
97.23283711,No
109.2166286,No
111.7619843,No
85.13650608,No
99.35959006,No
85.4790438,No
103.6906216,No
92.67893908,No
88.04081511,No
104.2845976,No
111.5820064,No
91.06644521,No
99.54292073,No
100.8447119,No
94.01627542,No
91.61835846,No
115.5360931,No
92.32123038,No
111.6557045,No
97.18102046,No
87.64405391,No
98.82681693,No
94.51855831,No
138.8406386,No
99.10076291,No
85.84507635,No
102.7760601,No
124.4994226,No
134.7595668,No
119.1533169,No
100.4225863,No
71.41925812,No
93.33419971,No
86.73799416,No
96.39418757,No
107.1516433,No
99.21031062,No
86.53465262,No
94.06169891,No
115.4797374,No
88.86130958,No
106.8168343,No
102.4323269,No
85.124724,No
97.53503431,No
88.66542892,No
114.3989623,No
120.5702646,No
85.67642451,No
99.76335569,No
82.87671053,No
110.2304037,No
72.53117424,No
79.86354944,No
93.14192027,No
119.3178747,No
80.47696074,No
105.3016838,No
106.8597324,No
104.4235618,No
100.9370891,No
98.66953067,No
111.812235,No
120.9720716,No
87.54936416,No
75.35469401,No
93.1380456,No
97.78127197,No
101.00712,No
105.2765454,No
85.06528382,No
81.49343661,No
120.0829398,No
92.12508056,No
102.9567927,No
109.0986218,No
122.3236477,No
112.7678793,No
66.58197348,No
101.5553796,No
90.26525494,No
101.5181938,No
101.6021755,No
117.8452572,No
80.12025472,No
92.59082034,No
105.142096,No
122.59494,No
104.2082394,No
108.0318054,No
77.99085647,No
96.17113315,No
120.1898688,No
95.28900539,No
82.02002689,No
90.69434472,No
101.9410778,No
70.23707792,No
100.1495639,No
124.2023146,No
89.13952719,No
95.05660974,No
93.28365997,No
114.0498072,No
105.4635992,No
101.302453,No
94.70950796,No
115.9907309,No
123.1493114,No
103.7793344,No
126.1041041,No
101.8203386,No
101.6208164,No
102.5232369,No
96.76008028,No
109.1220466,No
77.99970739,No
102.6057292,No
114.8995878,No
87.42832397,No
88.8174347,No
109.0915062,No
117.2030477,No
93.27199347,No
76.82413794,No
65.44181542,No
105.7992112,No
82.37233615,No
116.1908836,No
93.29917952,No
103.5855586,No
118.7655615,No
105.0876897,No
120.4370996,No
81.598355,No
106.1621753,No
67.44641763,No
92.79843333,No
74.4429901,No
104.5437425,No
113.7104016,No
116.1705546,No
102.9830053,No
72.517157,No
84.39085759,No
104.4021125,No
103.818426,No
125.8706991,No
99.43486881,No
100.6790963,No
92.22842047,No
99.05184834,No
85.58532771,No
70.24602356,No
95.34827814,No
76.31457054,No
119.6157894,No
99.44009614,No
111.950428,No
106.9248167,No
96.44131115,No
99.7752766,No
88.93159487,No
98.34131884,No
75.33397445,No
120.162312,No
131.7746925,No
108.8591455,No
88.55260567,No
111.4263847,No
121.319753,No
124.0106812,No
140.5733065,No
96.34683156,No
