date,season,year,month,day_of_week,weekend,holiday,temp_actual,temp_feel,humidity,windspeed,weather_cat,riders_casual,riders_registered,riders_total
5/17/11,spring,2011,May,Tue,FALSE,no,73.4510246,80.46761,0.837917,18.582718,categ2,678,3445,4123
5/18/11,spring,2011,May,Wed,FALSE,no,72.59,79.44422,0.87,13.499964,categ2,536,3319,3855
5/19/11,spring,2011,May,Thu,FALSE,no,71.1754754,77.96678,0.829583,7.250271,categ2,735,3840,4575
5/20/11,spring,2011,May,Fri,FALSE,no,71.6060246,79.61378,0.719583,8.375871,categ1,909,4008,4917
5/21/11,spring,2011,May,Sat,TRUE,no,76.4645,83.47775,0.626667,8.08355,categ1,2258,3547,5805
5/22/11,spring,2011,May,Sun,TRUE,no,76.5875246,83.705,0.749583,9.916536,categ1,1576,3084,4660
5/23/11,spring,2011,May,Mon,FALSE,no,78.6170246,85.12664,0.81,15.667414,categ2,836,3438,4274
5/24/11,spring,2011,May,Tue,FALSE,no,80.708,86.43317,0.740833,13.875164,categ2,659,3833,4492
5/25/11,spring,2011,May,Wed,FALSE,no,80.7694754,87.39878,0.69625,10.333611,categ1,740,4238,4978
5/26/11,spring,2011,May,Thu,FALSE,no,84.2749754,90.92192,0.6775,13.376014,categ1,758,3919,4677
5/27/11,spring,2011,May,Fri,FALSE,no,82.3070246,89.33072,0.65375,16.125493,categ1,871,3808,4679
5/28/11,spring,2011,May,Sat,TRUE,no,80.4004754,87.11411,0.729583,15.416164,categ1,2001,2757,4758
5/29/11,spring,2011,May,Sun,TRUE,no,81.2615,87.3995,0.81875,14.333846,categ1,2355,2433,4788
5/30/11,spring,2011,May,Mon,FALSE,yes,86.1199754,92.39828,0.685,8.792075,categ1,1549,2549,4098
5/31/11,spring,2011,May,Tue,FALSE,no,89.195,97.28447,0.636667,7.459043,categ1,673,3309,3982
6/1/11,spring,2011,Jun,Wed,FALSE,no,88.3955246,96.88703,0.677083,13.875164,categ2,513,3461,3974
6/2/11,spring,2011,Jun,Thu,FALSE,no,84.767,89.95478,0.305,19.583229,categ1,736,4232,4968
6/3/11,spring,2011,Jun,Fri,FALSE,no,77.756,84.84197,0.354167,16.959107,categ1,898,4414,5312
6/4/11,spring,2011,Jun,Sat,TRUE,no,78.863,85.52264,0.45625,8.250514,categ1,1869,3473,5342
6/5/11,spring,2011,Jun,Sun,TRUE,no,79.8469754,87.51236,0.6525,9.292364,categ2,1685,3221,4906
6/6/11,spring,2011,Jun,Mon,FALSE,no,82.0609754,87.96722,0.6,8.167032,categ1,673,3875,4548
6/7/11,spring,2011,Jun,Tue,FALSE,no,84.2135,91.0355,0.597917,12.583136,categ1,763,4070,4833
6/8/11,spring,2011,Jun,Wed,FALSE,no,89.2564754,97.45511,0.622083,9.166739,categ1,676,3725,4401
6/9/11,spring,2011,Jun,Thu,FALSE,no,91.6549754,100.18211,0.568333,10.042161,categ2,563,3352,3915
6/10/11,spring,2011,Jun,Fri,FALSE,no,87.719,95.29628,0.605,9.417118,categ1,815,3771,4586
6/11/11,spring,2011,Jun,Sat,TRUE,no,85.505,93.02342,0.654583,10.37495,categ1,1729,3237,4966
6/12/11,spring,2011,Jun,Sun,TRUE,no,83.1065,89.89925,0.747917,10.958989,categ1,1467,2993,4460
6/13/11,spring,2011,Jun,Mon,FALSE,no,78.863,86.14886,0.494583,20.45845,categ1,863,4157,5020
6/14/11,spring,2011,Jun,Tue,FALSE,no,76.5875246,85.23914,0.507083,18.041961,categ1,727,4164,4891
6/15/11,spring,2011,Jun,Wed,FALSE,no,78.2480246,84.89786,0.471667,11.250104,categ1,769,4411,5180
6/16/11,spring,2011,Jun,Thu,FALSE,no,78.3709754,85.58114,0.688333,13.833557,categ2,545,3222,3767
6/17/11,spring,2011,Jun,Fri,FALSE,no,79.9085246,86.03447,0.735833,9.582943,categ1,863,3981,4844
6/18/11,spring,2011,Jun,Sat,TRUE,no,83.4140246,89.95586,0.670417,8.000336,categ1,1807,3312,5119
6/19/11,spring,2011,Jun,Sun,TRUE,no,83.5985246,90.12614,0.666667,6.834,categ2,1639,3105,4744
6/20/11,spring,2011,Jun,Mon,FALSE,no,78.863,85.58114,0.74625,10.416825,categ2,699,3311,4010
6/21/11,summer,2011,Jun,Tue,FALSE,no,82.2454754,89.38814,0.770417,11.458675,categ2,774,4061,4835
6/22/11,summer,2011,Jun,Wed,FALSE,no,86.1199754,94.44461,0.7075,11.541554,categ1,661,3846,4507
6/23/11,summer,2011,Jun,Thu,FALSE,no,85.7509754,94.44497,0.703333,15.999868,categ2,746,4044,4790
6/24/11,summer,2011,Jun,Fri,FALSE,no,85.4435246,91.09247,0.573333,14.875675,categ1,969,4022,4991
6/25/11,summer,2011,Jun,Sat,TRUE,no,83.291,89.89817,0.483333,14.041257,categ1,1782,3420,5202
6/26/11,summer,2011,Jun,Sun,TRUE,no,82.184,89.38661,0.513333,6.3337311,categ1,1920,3385,5305
6/27/11,summer,2011,Jun,Mon,FALSE,no,82.3685,89.33036,0.658333,7.208396,categ2,854,3854,4708
6/28/11,summer,2011,Jun,Tue,FALSE,no,86.9195246,94.33022,0.634167,9.666961,categ1,732,3916,4648
6/29/11,summer,2011,Jun,Wed,FALSE,no,85.7509754,90.92192,0.497917,17.542007,categ1,848,4377,5225
6/30/11,summer,2011,Jun,Thu,FALSE,no,83.4140246,89.33072,0.434167,12.415904,categ1,1027,4488,5515
7/1/11,summer,2011,Jul,Fri,FALSE,no,85.3205,90.69458,0.39625,6.874736,categ1,1246,4116,5362
7/2/11,summer,2011,Jul,Sat,TRUE,no,86.4889754,92.05772,0.444583,7.709154,categ1,2204,2915,5119
7/3/11,summer,2011,Jul,Sun,TRUE,no,84.8900246,92.17175,0.6825,15.333486,categ2,2282,2367,4649
7/4/11,summer,2011,Jul,Mon,FALSE,yes,85.6280246,91.88753,0.637917,5.4591064,categ2,3065,2978,6043
7/5/11,summer,2011,Jul,Tue,FALSE,no,87.1040246,94.67042,0.590417,8.459286,categ1,1031,3634,4665
7/6/11,summer,2011,Jul,Wed,FALSE,no,85.136,93.70697,0.743333,10.042161,categ1,784,3845,4629
7/7/11,summer,2011,Jul,Thu,FALSE,no,87.35,93.81839,0.65125,10.6664,categ1,754,3838,4592
7/8/11,summer,2011,Jul,Fri,FALSE,no,84.3365246,92.34347,0.757917,15.083643,categ2,692,3348,4040
7/9/11,summer,2011,Jul,Sat,TRUE,no,86.1199754,91.77422,0.609167,11.250104,categ1,1988,3348,5336
7/10/11,summer,2011,Jul,Sun,TRUE,no,87.1655,94.10225,0.578333,12.292557,categ1,1743,3138,4881
7/11/11,summer,2011,Jul,Mon,FALSE,no,88.2725,97.68236,0.635833,18.916579,categ1,723,3363,4086
7/12/11,summer,2011,Jul,Tue,FALSE,no,90.6095246,98.53475,0.559167,13.417018,categ1,662,3596,4258
7/13/11,summer,2011,Jul,Wed,FALSE,no,87.1040246,94.04636,0.631667,9.790911,categ1,748,3594,4342
7/14/11,summer,2011,Jul,Thu,FALSE,no,82.2454754,89.15936,0.47625,16.124689,categ1,888,4196,5084
7/15/11,summer,2011,Jul,Fri,FALSE,no,80.9539754,88.19339,0.59125,12.249811,categ1,1318,4220,5538
7/16/11,summer,2011,Jul,Sat,TRUE,no,82.6760246,89.44367,0.585,13.958914,categ1,2418,3505,5923
7/17/11,summer,2011,Jul,Sun,TRUE,no,85.0745246,92.28497,0.604167,16.417211,categ1,2006,3296,5302
7/18/11,summer,2011,Jul,Mon,FALSE,no,87.1040246,95.35325,0.65125,14.458868,categ1,841,3617,4458
7/19/11,summer,2011,Jul,Tue,FALSE,no,89.3180246,99.27311,0.650417,8.7502,categ1,752,3789,4541
7/20/11,summer,2011,Jul,Wed,FALSE,no,88.7029754,99.2165,0.707083,7.625739,categ1,644,3688,4332
7/21/11,summer,2011,Jul,Thu,FALSE,no,92.147,106.37339,0.69125,14.875407,categ2,632,3152,3784
7/22/11,summer,2011,Jul,Fri,FALSE,no,94.6069754,107.68064,0.580417,8.9177,categ1,562,2825,3387
7/23/11,summer,2011,Jul,Sat,TRUE,no,94.6685246,104.38583,0.5,8.791807,categ1,987,2298,3285
7/24/11,summer,2011,Jul,Sun,TRUE,no,93.254,103.53461,0.550833,11.334457,categ1,1050,2556,3606
7/25/11,summer,2011,Jul,Mon,FALSE,no,86.8579754,96.88622,0.757083,6.0841561,categ1,568,3272,3840
7/26/11,summer,2011,Jul,Tue,FALSE,no,88.9490246,94.72811,0.540833,13.417286,categ1,750,3840,4590
7/27/11,summer,2011,Jul,Wed,FALSE,no,89.195,94.16003,0.402917,12.292021,categ1,755,3901,4656
7/28/11,summer,2011,Jul,Thu,FALSE,no,89.5025246,98.591,0.583333,11.958093,categ1,606,3784,4390
7/29/11,summer,2011,Jul,Fri,FALSE,no,93.8689754,102.73703,0.5425,11.667246,categ1,670,3176,3846
7/30/11,summer,2011,Jul,Sat,TRUE,no,91.3475246,97.56833,0.465833,11.291979,categ1,1559,2916,4475
7/31/11,summer,2011,Jul,Sun,TRUE,no,91.4704754,97.68164,0.480833,11.042471,categ1,1524,2778,4302
8/1/11,summer,2011,Aug,Mon,FALSE,no,88.9490246,95.29628,0.550833,10.500039,categ1,729,3537,4266
8/2/11,summer,2011,Aug,Tue,FALSE,no,89.8099754,95.63639,0.49125,13.79195,categ1,801,4044,4845
8/3/11,summer,2011,Aug,Wed,FALSE,no,85.9970246,93.19433,0.6575,9.084061,categ2,467,3107,3574
8/4/11,summer,2011,Aug,Thu,FALSE,no,84.398,91.83092,0.7575,13.20905,categ2,799,3777,4576
8/5/11,summer,2011,Aug,Fri,FALSE,no,84.4594754,91.09103,0.630833,12.374632,categ1,1023,3843,4866
8/6/11,summer,2011,Aug,Sat,TRUE,no,84.8900246,92.85386,0.755,15.29275,categ2,1521,2773,4294
8/7/11,summer,2011,Aug,Sun,TRUE,no,86.7965,96.37628,0.752917,13.499629,categ1,1298,2487,3785
8/8/11,summer,2011,Aug,Mon,FALSE,no,88.457,95.29547,0.592083,12.875725,categ1,846,3480,4326
8/9/11,summer,2011,Aug,Tue,FALSE,no,89.195,97.17089,0.570417,10.125107,categ1,907,3695,4602
8/10/11,summer,2011,Aug,Wed,FALSE,no,88.5800246,93.64847,0.424167,13.417286,categ1,884,3896,4780
8/11/11,summer,2011,Aug,Thu,FALSE,no,84.9515,90.63689,0.42375,11.041332,categ1,812,3980,4792
8/12/11,summer,2011,Aug,Fri,FALSE,no,84.2749754,90.86378,0.415,8.416607,categ1,1051,3854,4905
8/13/11,summer,2011,Aug,Sat,TRUE,no,82.6144754,90.12722,0.729583,14.167418,categ2,1504,2646,4150
8/14/11,summer,2011,Aug,Sun,TRUE,no,81.9380246,88.19492,0.8175,14.916411,categ2,1338,2482,3820
8/15/11,summer,2011,Aug,Mon,FALSE,no,81.1384754,87.45503,0.712083,13.999918,categ1,775,3563,4338
8/16/11,summer,2011,Aug,Tue,FALSE,no,83.7214754,90.12533,0.578333,15.834043,categ1,721,4004,4725
8/17/11,summer,2011,Aug,Wed,FALSE,no,85.3819754,92.00039,0.575417,9.625689,categ1,668,4026,4694
8/18/11,summer,2011,Aug,Thu,FALSE,no,84.5210246,91.60322,0.654583,15.624936,categ1,639,3166,3805
8/19/11,summer,2011,Aug,Fri,FALSE,no,82.553,88.98989,0.722917,9.333636,categ2,797,3356,4153
8/20/11,summer,2011,Aug,Sat,TRUE,no,83.4755,90.40964,0.674167,6.999289,categ1,1914,3277,5191
8/21/11,summer,2011,Aug,Sun,TRUE,no,84.4594754,92.79725,0.77,16.666518,categ1,1249,2624,3873
8/22/11,summer,2011,Aug,Mon,FALSE,no,83.0450246,89.44286,0.47,18.54225,categ1,833,3925,4758
