"url","authors","type","title_words","text_words","title_char","text_char","title_caps","text_caps","title_caps_percent","text_caps_percent","title_excl","text_excl","title_excl_percent","text_excl_percent","title_has_excl","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","text_syllables","text_syllables_per_word"
"http://eaglerising.com/36829/more-milestone-moments-for-donald-trump/","View All Posts,Leonora Cravotta","real",9,1078,55,6500,0,9,0,0.834879406307978,1,0,1.81818181818182,0,TRUE,0.55,1.56,0.64,0.92,1.2,0.74,0.92,3.22,2.12,3.96,1823,1.69109461966605
"http://politi.co/2dkiM5e","Jack Shafer,Kyle Cheney,Daniel Strauss,Daniel Lippman,Eli Stokols,Glenn Thrush,Brent Griffiths","real",7,2112,42,12959,0,8,0,0.378787878787879,0,0,0,0,FALSE,1.27,1.51,0.99,1.18,1.18,1.09,0.85,3.3,3.11,4.44,3577,1.6936553030303
"http://eaglerising.com/36942/another-terrorist-attack-in-nyc-why-are-we-still-being-politically-correct/","View All Posts,Leonora Cravotta","real",14,812,89,4793,2,5,14.2857142857143,0.61576354679803,0,0,0,0,FALSE,1.69,1.45,1.09,2.54,0.73,1.45,1.45,2.78,3.27,2.78,1368,1.68472906403941
"http://eaglerising.com/36992/caught-on-video-armed-intruders-break-in-housearmed-resident-responds/","Philip Hodges,View All Posts","real",10,236,69,1479,0,0,0,0,0,0,0,0,FALSE,2.44,0.81,0,2.03,0.41,0,0.81,1.63,2.85,4.47,414,1.75423728813559
"http://www.opposingviews.com/i/society/megan-rapinoe-be-punished-over-not-standing-anthem?fb=rwn",NA,"real",8,365,52,2229,0,3,0,0.821917808219178,0,1,0,0.0448631673396142,FALSE,1.61,2.95,0.8,1.88,1.07,1.07,0.54,2.68,2.68,4.29,619,1.6958904109589
"http://conservativebyte.com/2016/09/hillary-bad-mouths-christians/",NA,"fake",13,53,78,329,0,2,0,3.77358490566038,0,0,0,0,FALSE,1.52,0,1.52,1.52,1.52,3.03,0,1.52,3.03,6.06,91,1.71698113207547
"http://100percentfedup.com/hillary-on-disabled-children-during-easter-egg-hunt-when-are-they-going-to-get-those-fg-ree-tards-out-of-here/","Fed Up","fake",22,277,136,1685,4,1,18.1818181818182,0.36101083032491,0,0,0,0,FALSE,2.01,1.67,1.34,2.34,0.33,1,0,2.01,4.01,2.01,457,1.64981949458484
"http://politi.co/2cLospd","Nick Gass,Madeline Conway,Jack Shafer","real",9,410,68,2658,0,3,0,0.731707317073171,0,0,0,0,FALSE,0.95,2.15,0.72,0.72,1.67,0.72,0.72,3.1,2.39,4.06,753,1.83658536585366
"http://addictinginfo.org/2016/09/27/huffpo-just-dropped-the-mic-on-internet-polls-saying-trump-crushed-hillary-in-last-nights-debate/","Rika Christensen","real",16,432,97,2859,0,8,0,1.85185185185185,0,2,0,0.0699545295557887,FALSE,1.56,2.46,0.89,1.34,1.79,1.56,1.12,4.24,3.12,4.46,741,1.71527777777778
"http://politi.co/2cW2vAD","Edward-isaac Dovere,Eli Stokols,Politico Staff,Jack Shafer","real",7,1088,44,6662,0,3,0,0.275735294117647,0,0,0,0,FALSE,1.83,1.64,0.91,1.74,1.46,2.1,1,2.47,3.74,3.65,1880,1.72794117647059
"http://cnn.it/2ddxgjJ","John Couwels","real",6,187,42,1168,0,4,0,2.13903743315508,0,0,0,0,FALSE,1.04,1.55,0.52,0.52,2.07,1.04,1.04,4.15,2.07,6.74,328,1.75401069518717
"http://cnn.it/2cTtbDk","Kevin Liptak,Cnn White House Producer","real",16,282,83,1710,1,4,6.25,1.41843971631206,0,0,0,0,FALSE,3.02,1.34,0.34,3.69,1.34,1.68,1.01,4.36,4.36,5.7,484,1.71631205673759
"http://www.proudcons.com/clinton-foundation-caught-in-their-most-disturbing-scheme-yet-countless-people-died/",NA,"fake",5,5,31,31,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,20,0,0,10,2
"http://politi.co/2cSX97k","Jack Shafer,Louis Nelson","real",10,442,64,2650,0,2,0,0.452488687782805,0,0,0,0,FALSE,1.55,1.11,1.11,1.77,0.66,2.65,0.88,2.65,3.1,3.76,727,1.6447963800905
"http://rightwingnews.com/black-lives-matter/surprise-70-charlotte-rioters-not-guess-means-video/","Terresa Monroe-hamilton","fake",15,519,86,2956,3,4,20,0.770712909441233,1,1,1.16279069767442,0.03382949932341,TRUE,1.87,1.69,0.94,2.43,1.69,2.43,2.25,2.25,3.56,4.12,809,1.55876685934489
"http://abcn.ws/2cQBD2w","Abc News","real",10,30,57,195,1,3,10,10,0,1,0,0.512820512820513,FALSE,0,2.5,0,0,2.5,0,0,5,0,5,55,1.83333333333333
"http://rightwingnews.com/black-lives-matter/one-critically-wounded-as-charlotte-police-endure-second-night-of-riots-video/","Terresa Monroe-hamilton","real",12,601,80,3592,2,11,16.6666666666667,1.83028286189684,0,0,0,0,FALSE,2.94,1.14,0.82,4.4,0.49,2.12,0.98,2.12,4.73,3.59,1007,1.67554076539102
"http://rightwingnews.com/black-lives-matter/nc-state-troopers-take-knee-protecting-charlotte-wasnt-protest-national-anthem/","Terresa Monroe-hamilton","real",18,511,105,3002,1,2,5.55555555555556,0.391389432485323,0,0,0,0,FALSE,1.89,1.51,0.95,2.08,1.7,1.13,1.13,3.21,2.84,4.54,811,1.58708414872798
"http://politi.co/2cP9WaV","Steven Shepard","real",6,1901,32,12581,0,11,0,0.578642819568648,0,0,0,0,FALSE,1.21,0.79,0.73,0.79,0.73,0.79,0.58,1.05,2.15,2.31,3401,1.78905839032088
"http://www.addictinginfo.org/2016/09/19/chelsea-handler-gets-the-last-word-after-rnc-chair-attacks-hillary-for-not-smiling-video/",NA,"real",15,233,90,1399,2,2,13.3333333333333,0.858369098712446,0,0,0,0,FALSE,1.61,2.42,0.81,2.42,2.42,1.21,1.21,3.23,3.23,4.44,386,1.65665236051502
"http://eaglerising.com/37013/kiss-bassist-gene-simmons-on-how-to-stop-islamic-terrorism-profile-video/","Onan Coca,View All Posts","real",10,304,58,1846,1,11,10,3.61842105263158,0,1,0,0.0541711809317443,FALSE,1.91,2.55,1.59,3.18,2.23,2.87,2.23,4.14,3.5,4.78,505,1.66118421052632
"http://freedomdaily.com/tebow-dismantles-national-anthem-protests-one-sentence-boom/",NA,"fake",11,380,81,2194,2,7,18.1818181818182,1.84210526315789,1,1,1.23456790123457,0.0455788514129444,TRUE,1.53,2.3,1.28,1.53,1.79,1.53,1.02,2.56,3.84,4.6,586,1.54210526315789
"http://abcn.ws/2d4lNn9","More Candace,Adam Kelsey,Abc News,More Adam","real",11,658,67,4028,0,0,0,0,0,0,0,0,FALSE,2.99,1.35,1.49,3.29,0.75,2.69,0.9,2.24,4.19,3.59,1143,1.7370820668693
"http://politi.co/2cN5r3A","Jack Shafer,Nolan D","real",12,168,73,1024,0,1,0,0.595238095238095,0,0,0,0,FALSE,0.56,0,0,0.56,0.56,0,1.11,2.22,1.67,2.22,292,1.73809523809524
"http://politi.co/2dojlvi","Jack Shafer,Louis Nelson","real",10,913,72,5218,0,4,0,0.438116100766703,0,0,0,0,FALSE,1.63,1.41,1.52,1.63,1.08,2.06,1.08,2.06,2.82,3.03,1401,1.53450164293538
"http://eaglerising.com/36966/trump-how-can-we-lead-when-we-cant-even-control-our-own-cities-video/","Philip Hodges,View All Posts","real",16,465,83,2761,2,1,12.5,0.21505376344086,0,0,0,0,FALSE,1.87,1.87,0.42,2.49,1.25,1.46,1.25,3.33,2.91,4.78,788,1.69462365591398
"http://abcn.ws/2cTj7ap","More Michael,Abc News","real",11,473,81,2935,0,7,0,1.47991543340381,0,0,0,0,FALSE,2.69,1.65,0.83,3.51,1.03,2.48,1.03,2.48,4.55,3.72,796,1.68287526427061
"http://www.thepoliticalinsider.com/hillary-health-dead-brand-new-theory/?source=RWN","Featured Commentator","fake",8,211,53,1309,2,2,25,0.947867298578199,2,8,3.77358490566038,0.611153552330023,TRUE,0.91,1.83,0.46,3.2,0.91,3.2,1.83,4.57,3.65,4.57,361,1.71090047393365
"http://politi.co/2d3mmAD","Jack Shafer,Daniel Strauss","real",13,662,84,4336,0,7,0,1.05740181268882,0,0,0,0,FALSE,0.44,2.07,0.3,1.04,0.89,0.15,1.19,2.07,1.04,4.44,1205,1.8202416918429
"http://cnn.it/2dlbk5X","Manu Raju,Senior Political Reporter","real",9,253,43,1523,0,7,0,2.76679841897233,0,0,0,0,FALSE,2.29,1.53,0.76,2.67,0,1.53,0.38,1.91,4.2,2.67,407,1.60869565217391
"http://politi.co/2cRQmvU","Jack Shafer,Louis Nelson,Matthew Nussbaum,Shane Goldmacher","real",6,912,38,5759,0,4,0,0.43859649122807,0,0,0,0,FALSE,2.29,1.09,1.2,2.07,0.76,2.07,0.76,3.05,3.92,4.36,1578,1.73026315789474
"http://politi.co/2da5pR0","Jack Shafer,Yousef Saba","real",8,212,47,1350,0,1,0,0.471698113207547,0,0,0,0,FALSE,1.36,2.73,1.36,2.27,1.82,0.91,1.36,5.45,1.82,5.91,379,1.7877358490566
"http://author.groopspeak.com/fast-food-ceo-threatens-to-fire-everyone-if-a-democrat-wins-the-presidency/",NA,"fake",13,515,74,2966,1,3,7.69230769230769,0.58252427184466,0,0,0,0,FALSE,1.14,1.33,0.57,0.95,1.7,0.95,0.76,3.41,2.27,3.41,803,1.55922330097087
"http://politi.co/2cYpJ8p","Jack Shafer,Julia Ioffe","real",9,5392,49,31860,0,30,0,0.556379821958457,0,1,0,0.00313873195229127,FALSE,0.67,1.02,0.46,0.78,0.63,0.67,0.52,1.76,1.61,2.61,8875,1.64595697329377
"http://cnn.it/2cRxlv5","Mj Lee,Cnn National Politics Reporter","real",15,251,95,1583,0,1,0,0.398406374501992,0,0,0,0,FALSE,2.26,0.75,1.13,2.63,0,2.63,0.38,1.13,4.89,3.01,445,1.77290836653386
"http://politi.co/2cS8sh4","Josh Gerstein","real",11,517,61,3221,0,2,0,0.386847195357834,0,0,0,0,FALSE,2.08,1.52,0.76,3.03,0,1.52,0.57,3.6,2.27,3.22,924,1.78723404255319
"http://freedomdaily.com/here-it-is-the-winner-of-the-first-debate-was-just-announced-and-the-winner-is/",NA,"fake",16,333,81,1942,3,7,18.75,2.1021021021021,1,0,1.23456790123457,0,TRUE,0.86,2.01,1.15,1.43,1.15,1.43,1.72,1.43,2.87,3.15,523,1.57057057057057
"http://politi.co/2cQNTTT","Jack Shafer,Michael Hirsh,Mikhail Zygar,Bruce Blair,Peter Edelman,Adam Walinsky","real",11,3355,63,19923,1,10,9.09090909090909,0.29806259314456,0,0,0,0,FALSE,1.93,1.46,1.13,2.32,1.25,1.43,0.98,2.55,3.33,4.37,5702,1.69955290611028
"http://www.ifyouonlynews.com/humor/emmy-host-kimmel-calls-out-dude-who-made-trump-a-reality-tv-star-for-helping-destroy-america-video/","Latest Posts,Michael Hayne","real",18,308,100,2128,2,3,11.1111111111111,0.974025974025974,0,0,0,0,FALSE,0.92,3.07,1.23,1.53,1.84,1.23,1.84,3.68,2.45,4.29,594,1.92857142857143
"http://conservativetribune.com/clinton-friend-happening-hillary/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-21&utm_campaign=manualpost","Martin Lioll,John Falkenberg,Ben Marquis,Kimberly J Smith,Martin Walsh,V Saxena,Benjamin Arie","fake",12,342,84,2162,0,1,0,0.292397660818713,0,0,0,0,FALSE,2.26,1.41,2.26,2.26,1.41,1.98,1.69,3.39,4.24,4.52,605,1.76900584795322
"http://eaglerising.com/36899/charity-clinton-foundation-distributed-watered-down-aids-drugs-to-sub-saharan-africa/","View All Posts","fake",13,1305,102,8837,1,38,7.69230769230769,2.91187739463602,0,0,0,0,FALSE,0.99,1.52,0.76,1.44,1.06,1.06,0.38,3.03,2.5,4.48,2494,1.91111111111111
"http://cnn.it/2cX5Nof","Betsy Klein","real",12,202,75,1265,0,1,0,0.495049504950495,0,0,0,0,FALSE,1.87,0.47,0.93,2.34,0.47,2.34,0.93,1.4,3.74,2.8,361,1.78712871287129
"http://cnn.it/2cQyS4N","Dan Merica,Eugene Scott","real",7,534,61,3507,0,3,0,0.561797752808989,0,0,0,0,FALSE,2.03,1.48,0.55,2.4,0.74,1.66,1.11,2.77,3.7,3.51,988,1.8501872659176
"http://addictinginfo.org/2016/09/27/watch-joe-biden-take-trumps-own-words-and-tear-him-to-shreds-after-debate-video/",NA,"real",15,386,82,2295,2,3,13.3333333333333,0.77720207253886,0,2,0,0.0871459694989107,FALSE,1.25,1.25,0.75,1,1,0.75,1,2.24,2.24,4.49,615,1.59326424870466
"http://cnn.it/2dbrw9X","Eric Bradner","real",9,203,50,1319,0,3,0,1.47783251231527,0,1,0,0.0758150113722517,FALSE,0.47,0.47,0.47,0.94,0.47,0.47,0,2.83,0.47,4.25,355,1.7487684729064
"http://rightwingnews.com/top-news/new-york-bomb-suspect-sued-police/","Tiffiny Ruegner","fake",6,407,34,2430,1,1,16.6666666666667,0.245700245700246,1,1,2.94117647058824,0.0411522633744856,TRUE,3.87,1.45,1.94,3.87,0.73,2.18,1.69,2.42,5.57,3.39,665,1.63390663390663
"http://politi.co/2daL69Q","Jack Shafer","real",7,1848,43,11565,0,5,0,0.270562770562771,0,0,0,0,FALSE,1.89,2.21,1.4,2.1,1.08,1.29,1.08,2.75,3.67,4.53,3250,1.75865800865801
"http://rightwingnews.com/hillary-clinton-2/hillarys-top-donor-country-just-auctioned-off-isis-sex-slaves/","Terresa Monroe-hamilton","fake",10,543,63,3150,2,8,20,1.47329650092081,0,0,0,0,FALSE,1.99,2.89,1.81,2.35,1.63,1.81,0.54,3.8,3.25,4.52,876,1.61325966850829
"http://politi.co/2d0l760","Jack Shafer,Steven Shepard,Glenn Thrush,Nolan D,Shane Goldmacher","real",8,1637,47,9903,0,9,0,0.549786194257789,0,0,0,0,FALSE,0.67,1.28,0.3,0.85,0.55,0.91,0.73,2.13,1.64,3.59,2658,1.623701893708
"http://politi.co/2cZokC4","Hadas Gold","real",6,135,46,904,0,1,0,0.740740740740741,0,0,0,0,FALSE,0,2.13,0,0.71,0,0,0,2.13,0.71,9.22,237,1.75555555555556
"http://www.addictinginfo.org/2016/09/19/proof-the-mainstream-media-is-manipulating-the-election-by-taking-bill-clinton-out-of-context/","Wendy Gittleson","fake",15,520,93,3218,0,3,0,0.576923076923077,0,0,0,0,FALSE,1.12,1.68,0.56,1.31,1.31,0.75,0.75,2.8,2.06,3.18,855,1.64423076923077
"http://cnn.it/2cynaZx","Tal Kopan","real",9,157,57,956,0,2,0,1.27388535031847,0,0,0,0,FALSE,0,1.2,0,0,0.6,1.81,1.2,3.01,1.81,3.61,241,1.53503184713376
"https://goo.gl/aKyOlG","Elvin Bartley","fake",12,318,70,1986,0,0,0,0,0,0,0,0,FALSE,1.82,2.12,1.82,1.52,0.61,2.42,1.21,3.03,4.55,1.82,563,1.77044025157233
"http://freedomdaily.com/boom-merkel-admits-flooding-germany-with-muslim-refugees-was-wrong/",NA,"fake",8,480,57,2922,1,2,12.5,0.416666666666667,1,0,1.75438596491228,0,TRUE,1.02,2.25,0.82,1.43,0.61,1.23,1.02,2.87,2.87,2.87,828,1.725
"http://eaglerising.com/36880/a-hillary-clinton-administration-may-be-entirely-run-by-a-figurehead/","View All Posts,Tony Elliott","fake",14,589,83,3471,1,1,7.14285714285714,0.169779286926995,0,0,0,0,FALSE,0.33,1.82,0.66,0.83,0.66,0.66,0.5,2.16,1.49,3.32,1016,1.72495755517827
"http://rightwingnews.com/barack-obama/obama-un-giving-liberty-enhances-security-america/","Cassy Fiano","real",11,487,71,3003,2,3,18.1818181818182,0.616016427104723,0,0,0,0,FALSE,1,2.01,1.2,2.01,2.01,1.41,1,4.42,3.41,6.43,871,1.78850102669405
NA,NA,"fake",12,1781,73,11708,2,56,16.6666666666667,3.14430095451993,0,0,0,0,FALSE,0.84,0.95,0.45,1.06,0.78,0.67,0.45,2.57,1.78,3.18,3262,1.83155530600786
"http://politi.co/2cx5AZI","Jack Shafer,Politico Staff,Kyle Cheney","real",12,234,57,1423,0,2,0,0.854700854700855,0,0,0,0,FALSE,0.41,0.41,0.41,0,0.81,0.81,0.81,2.03,1.63,2.44,388,1.65811965811966
"http://cnn.it/2dcjQUU","Brian Stelter","real",7,745,46,4762,0,9,0,1.20805369127517,0,0,0,0,FALSE,0.4,1.73,0.13,0.4,0.66,0.27,0.53,2.39,1.06,3.46,1288,1.72885906040268
"http://cnn.it/2de7kZ4","Deirdre Walsh,Cnn Senior Congressional Producer","real",5,188,33,1158,0,2,0,1.06382978723404,0,0,0,0,FALSE,2.59,2.07,1.04,4.15,1.04,2.07,1.04,3.11,3.63,3.63,323,1.71808510638298
"http://cnn.it/2dbAvI9","Barbara Starr,Cnn Pentagon Correspondent","real",9,156,53,1020,1,10,11.1111111111111,6.41025641025641,0,0,0,0,FALSE,1.82,1.82,0.61,2.42,1.21,0,0,2.42,2.42,3.64,302,1.93589743589744
"http://cnn.it/2dwOp8d","Ryan Browne","real",10,226,49,1408,2,14,20,6.19469026548673,0,0,0,0,FALSE,2.54,0.42,0.85,2.54,0.42,0.85,0.85,4.24,3.81,2.12,400,1.76991150442478
"http://allenwestrepublic.com/2016/09/20/obama-pushes-one-world-government/",NA,"fake",5,191,33,1232,0,0,0,0,0,0,0,0,FALSE,2.04,2.55,0.51,3.06,1.53,1.02,0.51,2.04,5.1,5.1,361,1.89005235602094
"http://freedomdaily.com/no-way-liberal-judge-just-made-law-black-males-disgusting-thing-cops/",NA,"fake",21,367,105,2117,2,2,9.52380952380952,0.544959128065395,1,1,0.952380952380952,0.0472366556447803,TRUE,2.58,1.29,1.03,3.61,0.77,1.8,0,3.35,5.41,4.9,598,1.62942779291553
"http://politi.co/2dbESny","Jack Shafer,Louis Nelson","real",9,262,57,1590,0,0,0,0,0,0,0,0,FALSE,1.48,1.48,0,1.48,1.85,0.37,0.37,4.43,1.85,5.54,443,1.69083969465649
"http://politi.co/2dm2wkm","Jack Shafer,Nolan D","real",10,255,58,1502,0,7,0,2.74509803921569,0,0,0,0,FALSE,1.51,1.89,1.13,1.51,0.38,0.75,1.13,1.89,1.89,4.15,398,1.56078431372549
"http://addictinginfo.org/2016/09/26/networks-confirm-they-will-not-be-fact-checking-donald-trump-in-any-way/","Ryan Denson","fake",12,392,71,2383,0,1,0,0.255102040816327,0,0,0,0,FALSE,1.49,0.74,1.49,1.73,0.25,1.49,0.99,2.48,2.23,3.96,671,1.71173469387755
"http://politi.co/2d1z7fz","Jack Shafer,Burgess Everett","real",7,185,42,1148,0,3,0,1.62162162162162,0,0,0,0,FALSE,2.08,1.04,1.56,3.65,0,2.08,0,1.04,3.12,3.12,321,1.73513513513514
NA,NA,"fake",13,314,83,1945,1,0,7.69230769230769,0,0,0,0,0,FALSE,2.75,1.83,1.83,4.89,1.83,3.36,1.53,3.98,4.89,4.28,533,1.69745222929936
"http://rightwingnews.com/crime/breaking-pipe-bombs-found-new-jersey-train-station/","John Hawkins","real",9,320,54,1971,1,7,11.1111111111111,2.1875,0,1,0,0.0507356671740233,FALSE,1.52,1.22,1.52,2.13,1.52,2.43,0.61,2.13,3.65,3.34,521,1.628125
"http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/","Grant Stern,Brett Bose,Natalie Dickinson","fake",7,876,45,5166,0,7,0,0.799086757990868,0,1,0,0.0193573364305072,FALSE,1.47,1.81,0.91,1.47,1.13,1.13,0.68,3.4,3.17,3.62,1424,1.62557077625571
NA,NA,"fake",9,145,62,870,1,5,11.1111111111111,3.44827586206897,0,0,0,0,FALSE,1.95,0,0.65,0.65,0,0,0.65,3.9,2.6,4.55,236,1.62758620689655
NA,NA,"fake",14,382,79,2441,1,1,7.14285714285714,0.261780104712042,0,0,0,0,FALSE,2.02,1.26,1.77,4.55,0.51,2.02,1.01,3.28,4.29,3.79,715,1.8717277486911
"http://eaglerising.com/37040/michelle-obama-attacks-hillary-if-you-cant-run-your-own-house-you-certainly-cant-run-the-white-house/","View All Posts,Jim Bowman","fake",17,781,89,5130,0,4,0,0.512163892445583,0,1,0,0.0194931773879142,FALSE,1.5,1.63,1.75,1.63,0.75,1.25,0.5,2.51,3.51,4.39,1478,1.89244558258643
"http://abcn.ws/2d3YEVr","Abc News,More Arlette","real",12,348,78,2097,0,1,0,0.28735632183908,0,0,0,0,FALSE,1.11,0.83,1.39,0.83,0.56,0.83,0.83,2.5,2.5,4.72,577,1.65804597701149
"http://www.addictinginfo.org/2016/09/19/trumps-latest-campaign-promise-may-be-his-most-horrible-one-yet/","John Prager","fake",11,726,64,4454,0,2,0,0.275482093663912,0,0,0,0,FALSE,2.58,1.36,1.22,2.99,1.09,1.76,0.95,2.99,4.21,3.66,1237,1.70385674931129
"http://rightwingnews.com/hillary-clinton-2/breaking-judge-demands-release-clintons-security-training-files-5-days/","Terresa Monroe-hamilton","fake",14,579,86,3628,2,4,14.2857142857143,0.690846286701209,0,0,0,0,FALSE,0.67,1.69,1.01,0.84,1.01,1.18,0.67,1.85,2.53,3.2,1000,1.72711571675302
